Pendapatan_Bulanan,Rasio_Utang_Pendapatan,Skor_SLIK_OJK,Jumlah_Pinjaman_Aktif,Jenis_Kelamin,Suku,Jenis_Pekerjaan,Kode_Pos,Keputusan
24434342,32.93,1 - Lancar,4,Perempuan,Batak,Wiraswasta,50132,Disetujui
4971765,57.77,2 - DPK,1,Laki-laki,Sunda,PNS,10110,Ditolak
6716735,27.35,3 - Kurang Lancar,3,Laki-laki,Jawa,Tidak Bekerja,12190,Disetujui
9898477,21.85,4 - Diragukan,1,Laki-laki,Lainnya,PNS,12190,Ditolak
6479096,25.45,2 - DPK,0,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
10455321,28.11,1 - Lancar,0,Laki-laki,Lainnya,Wiraswasta,10110,Disetujui
3579025,11.13,1 - Lancar,3,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
6414412,23.16,4 - Diragukan,1,Laki-laki,Jawa,Wiraswasta,50132,Ditolak
6326906,16.47,1 - Lancar,0,Perempuan,Jawa,PNS,60241,Disetujui
17084405,16.77,1 - Lancar,2,Laki-laki,Jawa,PNS,10110,Disetujui
6248977,14.49,1 - Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,10110,Disetujui
10242812,40.7,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
3982325,16.59,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
4969584,43.73,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
12983436,59.82,3 - Kurang Lancar,0,Laki-laki,Jawa,Wiraswasta,10110,Ditolak
9736781,38.55,2 - DPK,2,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
6810937,12.77,1 - Lancar,2,Perempuan,Sunda,Wiraswasta,10110,Disetujui
4191629,30.02,1 - Lancar,4,Perempuan,Batak,Wiraswasta,60241,Disetujui
17685154,29.8,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
5609106,23.31,2 - DPK,0,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
6356636,29.92,1 - Lancar,0,Perempuan,Sunda,PNS,50132,Disetujui
4413972,34.23,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
9440455,32.6,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
13563997,50.73,3 - Kurang Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Ditolak
7424102,12.28,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
4085835,17.24,1 - Lancar,1,Laki-laki,Sunda,PNS,50132,Disetujui
16879315,55.32,1 - Lancar,2,Perempuan,Tionghoa,Pengemudi Online,14450,Ditolak
11776951,38.99,1 - Lancar,3,Laki-laki,Batak,PNS,10110,Disetujui
4766147,15.36,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
14883770,23.13,3 - Kurang Lancar,1,Laki-laki,Tionghoa,PNS,14450,Ditolak
7550533,26.46,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
7531093,10.06,1 - Lancar,3,Laki-laki,Batak,PNS,12190,Disetujui
8185494,33.69,1 - Lancar,0,Perempuan,Sunda,PNS,60241,Disetujui
4996484,10.29,1 - Lancar,2,Perempuan,Jawa,Pengemudi Online,60241,Disetujui
4019035,19.71,5 - Macet,3,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
18978683,34.67,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
10432331,49.43,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
10402009,11.76,1 - Lancar,1,Perempuan,Sunda,Wiraswasta,60241,Disetujui
13468501,31.21,1 - Lancar,2,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
4323456,38.01,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
7560389,43.63,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
3680003,11.73,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
17649345,41.41,4 - Diragukan,3,Laki-laki,Sunda,Karyawan Swasta,12190,Ditolak
7404638,33.44,2 - DPK,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
2605246,17.95,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
12186398,29.07,2 - DPK,2,Perempuan,Batak,PNS,60241,Disetujui
10352462,20.56,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7854651,11.37,1 - Lancar,2,Perempuan,Batak,Tidak Bekerja,12190,Disetujui
3746825,38.08,1 - Lancar,4,Perempuan,Batak,Karyawan Swasta,10110,Ditolak
5158785,30.35,3 - Kurang Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Ditolak
5243750,60.0,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
9121330,10.0,2 - DPK,1,Laki-laki,Tionghoa,PNS,14450,Ditolak
6253109,18.59,1 - Lancar,1,Laki-laki,Lainnya,Wiraswasta,12190,Disetujui
8473913,26.35,1 - Lancar,0,Laki-laki,Tionghoa,Wiraswasta,60241,Disetujui
8838449,49.41,1 - Lancar,3,Laki-laki,Batak,Wiraswasta,10110,Disetujui
2500317,21.46,3 - Kurang Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
4285827,18.36,1 - Lancar,4,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
2477177,33.42,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
3696481,49.6,2 - DPK,5,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
7958724,50.16,1 - Lancar,3,Perempuan,Sunda,PNS,50132,Ditolak
8912682,10.0,4 - Diragukan,0,Perempuan,Batak,Karyawan Swasta,50132,Ditolak
7935872,37.87,1 - Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,10110,Disetujui
10843654,43.43,2 - DPK,1,Laki-laki,Jawa,PNS,12190,Disetujui
8268406,28.16,1 - Lancar,2,Perempuan,Jawa,Pengemudi Online,60241,Disetujui
4317905,58.98,3 - Kurang Lancar,2,Perempuan,Jawa,Wiraswasta,12190,Ditolak
6991047,27.57,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
4628445,31.63,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,12190,Disetujui
3876820,10.0,4 - Diragukan,2,Perempuan,Sunda,Tidak Bekerja,10110,Ditolak
11872411,12.57,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
10099345,57.53,1 - Lancar,0,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
10848506,33.72,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
6864534,34.68,2 - DPK,2,Perempuan,Batak,PNS,50132,Ditolak
12922724,60.0,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,50132,Ditolak
9168651,30.82,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
19906506,46.31,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
11276381,22.32,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
17297637,17.86,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
11330284,18.86,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
7305784,40.54,2 - DPK,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
14859854,15.76,1 - Lancar,0,Laki-laki,Sunda,PNS,10110,Disetujui
3991307,47.18,2 - DPK,1,Laki-laki,Tionghoa,Karyawan Swasta,60241,Ditolak
8073625,52.51,1 - Lancar,2,Perempuan,Sunda,Pengemudi Online,10110,Ditolak
10682926,40.39,2 - DPK,2,Laki-laki,Tionghoa,PNS,50132,Ditolak
5190374,49.85,2 - DPK,0,Perempuan,Sunda,PNS,12190,Ditolak
13844827,23.84,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
6012854,29.43,1 - Lancar,1,Perempuan,Sunda,Wiraswasta,12190,Disetujui
13431225,27.19,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,12190,Disetujui
9945696,17.59,4 - Diragukan,3,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
6098147,44.28,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,60241,Ditolak
4720460,12.1,5 - Macet,1,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
8682907,17.79,5 - Macet,1,Laki-laki,Sunda,Karyawan Swasta,10110,Ditolak
5761994,22.51,2 - DPK,0,Laki-laki,Lainnya,Tidak Bekerja,12190,Disetujui
10234559,17.65,1 - Lancar,4,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
4738446,10.0,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
3582366,40.91,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
6029774,32.4,1 - Lancar,2,Perempuan,Batak,PNS,50132,Disetujui
12128260,31.16,1 - Lancar,0,Perempuan,Sunda,PNS,60241,Disetujui
18306143,42.52,1 - Lancar,1,Perempuan,Batak,PNS,10110,Disetujui
7534123,17.06,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
3497302,33.05,1 - Lancar,1,Laki-laki,Tionghoa,PNS,14450,Ditolak
14009195,60.0,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
4180273,34.79,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
3966940,13.87,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
6947182,13.84,2 - DPK,1,Laki-laki,Batak,Wiraswasta,10110,Disetujui
8079095,23.1,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
8924314,53.3,1 - Lancar,0,Perempuan,Sunda,PNS,10110,Ditolak
12115331,23.21,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
9330590,24.46,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
7294683,51.8,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
5123318,18.84,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
4818787,21.04,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
21879427,16.45,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,12190,Disetujui
11996296,11.99,1 - Lancar,5,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
6296608,24.16,5 - Macet,0,Perempuan,Sunda,Wiraswasta,12190,Ditolak
21047338,31.77,1 - Lancar,5,Perempuan,Sunda,Wiraswasta,12190,Disetujui
8365555,26.34,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
10235178,10.26,1 - Lancar,1,Perempuan,Sunda,PNS,12190,Disetujui
13822488,27.0,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,12190,Disetujui
8954386,43.65,1 - Lancar,4,Perempuan,Jawa,Pengemudi Online,10110,Disetujui
12252132,17.62,2 - DPK,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
11708632,17.69,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,12190,Disetujui
5622212,21.73,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
3971812,14.64,1 - Lancar,3,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
6664187,27.58,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
9889089,10.0,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
10546241,31.62,2 - DPK,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
18606605,14.68,3 - Kurang Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
4665516,55.2,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Ditolak
8522916,10.57,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
6803335,23.15,4 - Diragukan,3,Laki-laki,Jawa,PNS,10110,Ditolak
10102331,40.74,1 - Lancar,3,Laki-laki,Jawa,Pengemudi Online,12190,Disetujui
4659659,38.69,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
19192347,10.0,4 - Diragukan,3,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
9214590,23.06,3 - Kurang Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
7624947,34.01,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8517199,16.69,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
10575838,17.54,1 - Lancar,0,Laki-laki,Lainnya,Wiraswasta,12190,Disetujui
13086527,44.49,3 - Kurang Lancar,0,Laki-laki,Sunda,Karyawan Swasta,10110,Ditolak
6499272,20.05,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,60241,Disetujui
8772763,18.56,1 - Lancar,0,Laki-laki,Batak,Pengemudi Online,60241,Disetujui
11905615,41.47,3 - Kurang Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
5271563,29.86,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
9898220,25.66,2 - DPK,3,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
5445238,14.52,2 - DPK,0,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
6240774,20.06,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
3447825,31.62,2 - DPK,0,Laki-laki,Batak,Wiraswasta,60241,Disetujui
6686490,28.28,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
6739057,10.0,1 - Lancar,0,Perempuan,Batak,Karyawan Swasta,12190,Disetujui
6643727,27.81,2 - DPK,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
5148753,24.72,2 - DPK,1,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
8301652,20.68,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
11787147,29.77,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
4987900,47.21,3 - Kurang Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Ditolak
13184496,27.16,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
5754267,35.63,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
8496609,20.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
11111937,23.2,3 - Kurang Lancar,1,Perempuan,Sunda,Karyawan Swasta,12190,Ditolak
8934887,21.82,1 - Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,10110,Disetujui
6905638,14.14,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
4466036,50.29,1 - Lancar,3,Perempuan,Jawa,PNS,50132,Ditolak
7721719,10.0,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
9443262,19.08,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
9892129,46.92,1 - Lancar,2,Laki-laki,Jawa,PNS,12190,Disetujui
11907190,35.33,1 - Lancar,2,Perempuan,Sunda,Wiraswasta,10110,Disetujui
7863963,18.01,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
8213866,16.34,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
4750933,24.24,1 - Lancar,2,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
14600239,10.0,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,12190,Disetujui
7877654,11.58,1 - Lancar,2,Laki-laki,Jawa,Pengemudi Online,12190,Disetujui
6634889,49.99,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
5320690,21.33,2 - DPK,2,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
22220535,10.0,2 - DPK,0,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
13259076,48.67,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,60241,Disetujui
7146948,40.27,1 - Lancar,2,Laki-laki,Tionghoa,Wiraswasta,12190,Ditolak
7155526,48.77,2 - DPK,0,Laki-laki,Jawa,PNS,12190,Disetujui
15137416,41.72,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
13129085,13.59,2 - DPK,0,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
3222680,19.14,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,50132,Disetujui
3087271,21.43,4 - Diragukan,1,Perempuan,Batak,Tidak Bekerja,60241,Ditolak
15774505,35.22,1 - Lancar,2,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
6737020,12.53,4 - Diragukan,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
5090561,10.61,1 - Lancar,2,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
3935772,60.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Ditolak
6852439,36.12,2 - DPK,0,Perempuan,Sunda,Wiraswasta,12190,Ditolak
9204913,35.56,1 - Lancar,4,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
3994130,30.58,1 - Lancar,1,Perempuan,Batak,Wiraswasta,60241,Disetujui
6185198,14.69,1 - Lancar,0,Perempuan,Batak,PNS,10110,Disetujui
11732922,15.61,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
14802944,60.0,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,50132,Ditolak
8503379,24.17,3 - Kurang Lancar,1,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
4807780,41.02,1 - Lancar,2,Laki-laki,Sunda,PNS,50132,Disetujui
8385152,44.19,4 - Diragukan,3,Laki-laki,Jawa,PNS,12190,Ditolak
5334978,10.0,1 - Lancar,1,Perempuan,Jawa,PNS,50132,Disetujui
4498873,13.69,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
9371695,36.94,2 - DPK,3,Laki-laki,Sunda,Tidak Bekerja,50132,Disetujui
12956249,25.71,1 - Lancar,1,Laki-laki,Jawa,PNS,60241,Disetujui
5474514,12.95,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
5176397,29.59,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
6337535,59.38,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
4970697,43.77,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
12158648,16.61,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
6600396,15.01,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
5895721,52.32,3 - Kurang Lancar,2,Laki-laki,Sunda,Karyawan Swasta,10110,Ditolak
6509600,10.0,3 - Kurang Lancar,3,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
10625594,28.42,2 - DPK,2,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
6526517,31.19,2 - DPK,1,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
8360775,22.52,1 - Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,10110,Disetujui
12203068,55.36,2 - DPK,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
11770736,12.05,1 - Lancar,1,Laki-laki,Sunda,Tidak Bekerja,50132,Disetujui
9464830,43.97,2 - DPK,1,Perempuan,Jawa,PNS,50132,Ditolak
10526053,11.38,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
9246671,37.1,2 - DPK,1,Laki-laki,Tionghoa,PNS,14450,Ditolak
6501622,23.05,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
10191395,20.07,1 - Lancar,3,Perempuan,Batak,Pengemudi Online,12190,Disetujui
4577330,10.55,1 - Lancar,4,Laki-laki,Batak,PNS,60241,Disetujui
3198383,15.75,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
4850700,37.79,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
16880801,44.53,1 - Lancar,1,Perempuan,Lainnya,Wiraswasta,12190,Disetujui
11270453,25.27,5 - Macet,1,Laki-laki,Jawa,Tidak Bekerja,50132,Ditolak
2030722,42.05,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
6576531,19.55,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
17847015,10.0,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
4648608,20.44,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
9251169,57.51,1 - Lancar,1,Perempuan,Jawa,PNS,10110,Ditolak
5406623,34.52,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
8838438,42.58,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
10616241,45.89,1 - Lancar,1,Laki-laki,Sunda,Tidak Bekerja,12190,Disetujui
14313736,34.85,3 - Kurang Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8203674,23.95,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
7591854,38.16,4 - Diragukan,2,Perempuan,Batak,Wiraswasta,10110,Ditolak
13308120,23.43,1 - Lancar,2,Perempuan,Jawa,PNS,50132,Disetujui
3540064,39.8,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
10486429,37.76,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
18992601,21.46,3 - Kurang Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
6891711,17.59,2 - DPK,7,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
2802817,41.66,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
11929176,22.55,1 - Lancar,3,Perempuan,Jawa,Wiraswasta,10110,Disetujui
4280325,40.59,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
5284826,47.08,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
6520554,10.0,1 - Lancar,4,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
12238309,11.7,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
5448744,44.02,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
8769736,57.21,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7009403,10.0,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
7830034,44.81,3 - Kurang Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
15294311,35.44,1 - Lancar,0,Laki-laki,Sunda,Tidak Bekerja,60241,Disetujui
4551232,14.66,2 - DPK,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
7246024,42.86,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
2697522,10.0,2 - DPK,1,Laki-laki,Tionghoa,Wiraswasta,50132,Disetujui
18867840,30.7,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
8030804,48.06,1 - Lancar,0,Perempuan,Batak,Karyawan Swasta,12190,Ditolak
4105834,30.01,1 - Lancar,1,Perempuan,Tionghoa,Pengemudi Online,14450,Ditolak
14125465,25.14,1 - Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,10110,Disetujui
6727294,13.5,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
5751162,29.16,1 - Lancar,1,Laki-laki,Sunda,PNS,60241,Disetujui
5373124,19.02,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
9469653,40.26,1 - Lancar,1,Laki-laki,Jawa,PNS,60241,Disetujui
12524190,60.0,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
13098105,19.74,2 - DPK,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
12125257,17.3,2 - DPK,0,Laki-laki,Lainnya,Karyawan Swasta,60241,Disetujui
16477083,35.31,1 - Lancar,5,Perempuan,Batak,Karyawan Swasta,12190,Disetujui
7504288,19.66,1 - Lancar,1,Perempuan,Jawa,PNS,12190,Disetujui
4090898,37.61,4 - Diragukan,2,Laki-laki,Sunda,Wiraswasta,60241,Ditolak
5884421,34.8,1 - Lancar,6,Perempuan,Jawa,Wiraswasta,50132,Disetujui
8531310,27.82,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,12190,Disetujui
4685277,33.08,2 - DPK,0,Perempuan,Jawa,PNS,10110,Ditolak
6089865,21.31,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
5251697,17.04,2 - DPK,1,Laki-laki,Jawa,Pengemudi Online,60241,Disetujui
15341835,25.75,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,12190,Disetujui
13362183,22.97,1 - Lancar,2,Perempuan,Lainnya,Karyawan Swasta,10110,Disetujui
5632339,11.94,2 - DPK,0,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
10228290,14.7,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
11030727,10.0,1 - Lancar,0,Laki-laki,Batak,Pengemudi Online,50132,Disetujui
17611113,28.95,4 - Diragukan,2,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
15713052,10.0,2 - DPK,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
32276119,49.52,1 - Lancar,3,Perempuan,Tionghoa,Wiraswasta,10110,Disetujui
16749139,37.48,1 - Lancar,0,Laki-laki,Sunda,Tidak Bekerja,50132,Disetujui
5862195,26.44,4 - Diragukan,0,Laki-laki,Jawa,Karyawan Swasta,60241,Ditolak
24191092,30.24,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
5098385,12.66,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
11450656,60.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
7824294,27.77,2 - DPK,0,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
5593011,39.07,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
9271743,52.93,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
8948404,18.66,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
4752014,24.92,1 - Lancar,1,Perempuan,Jawa,PNS,10110,Disetujui
6363003,10.0,1 - Lancar,5,Perempuan,Batak,Wiraswasta,10110,Disetujui
7350450,37.58,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
7221222,37.61,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
10328271,25.95,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
7791360,52.5,1 - Lancar,5,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
5120885,55.77,1 - Lancar,3,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
6106873,48.18,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
